"","poll_id","state","state.name","pollster","numeric_grade","end_date","sample_size","population","DEM","REP","days.until"
"566",86534,"PA","Pennsylvania","Susquehanna",2.3,2024-03-06,450,"lv",50,45,244
"567",86544,"TX","Texas","Marist",2.9,2024-03-21,1117,"rv",40,51.5,229
"568",86545,"AZ","Arizona","Morning Consult",1.9,2024-03-14,796,"rv",40,45.5,236
"569",86546,"GA","Georgia","Morning Consult",1.9,2024-03-12,788,"rv",40,47,238
"570",86547,"MI","Michigan","Morning Consult",1.9,2024-03-12,698,"rv",42.5,42.5,238
"571",86548,"NV","Nevada","Morning Consult",1.9,2024-03-15,447,"rv",40,44,235
"572",86549,"NC","North Carolina","Morning Consult",1.9,2024-03-12,699,"rv",41,47,238
"573",86550,"PA","Pennsylvania","Morning Consult",1.9,2024-03-12,807,"rv",41.5,44.5,238
"574",86551,"WI","Wisconsin","Morning Consult",1.9,2024-03-14,697,"rv",42.5,43,236
"575",86576,"NJ","New Jersey","Emerson",2.9,2024-03-29,1000,"rv",43.35,37.6,221
"576",86577,"AZ","Arizona","RABA Research",1.3,2024-03-31,503,"rv",36,39,219
"577",86582,"AZ","Arizona","Fabrizio/GBAO",NA,2024-03-24,600,"rv",37.6666666666667,43,226
"578",86583,"GA","Georgia","Fabrizio/GBAO",NA,2024-03-24,600,"rv",38.6666666666667,41.3333333333333,226
"579",86584,"MI","Michigan","Fabrizio/GBAO",NA,2024-03-24,600,"rv",40.6666666666667,44,226
"580",86585,"NC","North Carolina","Fabrizio/GBAO",NA,2024-03-24,600,"rv",38.3333333333333,45.3333333333333,226
"581",86586,"NV","Nevada","Fabrizio/GBAO",NA,2024-03-24,600,"rv",38.3333333333333,42.3333333333333,226
"582",86587,"PA","Pennsylvania","Fabrizio/GBAO",NA,2024-03-24,600,"rv",40.6666666666667,44,226
"583",86588,"WI","Wisconsin","Fabrizio/GBAO",NA,2024-03-24,600,"rv",43.3333333333333,42,226
"584",86601,"CO","Colorado","New Bridge Strategy/Aspect Strategic",NA,2024-03-19,632,"lv",49,39,231
"585",86603,"MI","Michigan","Spry Strategies",1.5,2024-03-28,709,"lv",41.75,45.5,222
"586",86604,"PA","Pennsylvania","Franklin and Marshall College",2.4,2024-03-31,430,"rv",42,40,219
"587",86604,"PA","Pennsylvania","Franklin and Marshall College",2.4,2024-03-31,431,"rv",48,38,219
"588",86605,"WA","Washington","Echelon Insights",2.7,2024-03-21,600,"rv",48,37,229
"589",86624,"PA","Pennsylvania","Bullfinch",NA,2024-03-26,800,"rv",44,41,224
"590",86625,"MN","Minnesota","SurveyUSA",2.8,2024-04-07,608,"lv",44,42,212
"591",86629,"TN","Tennessee","Targoz Market Research",1.8,2024-04-02,955,"lv",28,47,217
"592",86629,"TN","Tennessee","Targoz Market Research",1.8,2024-04-02,974,"lv",31,55,217
"593",86629,"TN","Tennessee","Targoz Market Research",1.8,2024-04-02,1139,"rv",31,60,217
"594",86629,"TN","Tennessee","Targoz Market Research",1.8,2024-04-02,1176,"rv",25,48,217
"595",86630,"MA","Massachusetts","MassINC Polling Group",2.8,2024-03-29,1002,"rv",46,28,221
"596",86632,"NC","North Carolina","Quinnipiac",2.8,2024-04-08,1401,"rv",42,44.5,211
"597",86634,"FL","Florida","Emerson",2.9,2024-04-10,1000,"rv",39.1,52.8,209
"598",86635,"CA","California","PPIC",2.5,2024-03-25,1084,"lv",54,31,225
"599",86640,"NC","North Carolina","High Point University",2.5,2024-03-30,829,"rv",42,45,220
"600",86640,"NC","North Carolina","High Point University",2.5,2024-03-30,1016,"a",38,43,220
"601",86641,"NC","North Carolina","Cygnal",2.1,2024-04-08,600,"lv",39,43.3,211
"602",86643,"TX","Texas","Cygnal",2.1,2024-04-06,1000,"lv",39.4,48.25,213
"603",86656,"FL","Florida","Ipsos",2.8,2024-04-07,1014,"a",31,39,212
"604",86657,"AZ","Arizona","Fabrizio",1.7,2024-04-11,400,"lv",40,44.6666666666667,208
"605",86660,"AZ","Arizona","Echelon Insights",2.7,2024-03-19,401,"lv",45,51,231
"606",86661,"GA","Georgia","Echelon Insights",2.7,2024-03-19,400,"lv",42,52,231
"607",86662,"MI","Michigan","Echelon Insights",2.7,2024-03-19,400,"lv",45,51,231
"608",86663,"NV","Nevada","Echelon Insights",2.7,2024-03-19,400,"lv",44,51,231
"609",86664,"PA","Pennsylvania","Echelon Insights",2.7,2024-03-19,400,"lv",45,49,231
"610",86665,"WI","Wisconsin","Echelon Insights",2.7,2024-03-19,400,"lv",47,46,231
"611",86668,"TX","Texas","Texas Hispanic Policy Foundation",NA,2024-04-10,1600,"lv",35,47,209
"612",86669,"AZ","Arizona","The Tyson Group",1.1,2024-04-11,600,"lv",33,39,208
"613",86674,"WI","Wisconsin","North Star Opinion Research",1.1,2024-04-09,600,"lv",40.5,41,210
"614",86675,"MI","Michigan","MRG (Marketing Resource Group)",1.8,2024-04-11,600,"lv",35,39.5,208
"615",86678,"WI","Wisconsin","Marquette Law School",3,2024-04-10,707,"lv",45,46.5,209
"616",86678,"WI","Wisconsin","Marquette Law School",3,2024-04-10,814,"rv",44.5,46,209
"617",86684,"FL","Florida","Florida Atlantic University/Mainstreet Research",NA,2024-04-17,815,"lv",41.4,50.05,202
"618",86684,"FL","Florida","Florida Atlantic University/Mainstreet Research",NA,2024-04-17,865,"rv",39.9,49.35,202
"619",86688,"GA","Georgia","Beacon/Shaw",2.8,2024-04-16,1128,"rv",42,48.5,203
"620",86689,"MI","Michigan","Beacon/Shaw",2.8,2024-04-16,1126,"rv",43,45.5,203
"621",86690,"PA","Pennsylvania","Beacon/Shaw",2.8,2024-04-16,1141,"rv",45,46,203
"622",86691,"WI","Wisconsin","Beacon/Shaw",2.8,2024-04-16,1198,"rv",45.5,44.5,203
"623",86693,"NC","North Carolina","Mason-Dixon",2.6,2024-04-13,635,"rv",43,49,206
"624",86706,"NY","New York","Siena",2.7,2024-04-17,806,"rv",47,37,202
"625",86708,"NC","North Carolina","Meredith College",1.6,2024-04-17,711,"lv",39,41,202
"626",86718,"AZ","Arizona","Morning Consult",1.9,2024-04-13,801,"rv",41,47.5,206
"627",86719,"GA","Georgia","Morning Consult",1.9,2024-04-15,802,"rv",41,48,204
"628",86720,"MI","Michigan","Morning Consult",1.9,2024-04-15,708,"rv",45,42.5,204
"629",86721,"NV","Nevada","Morning Consult",1.9,2024-04-14,450,"rv",40,49.5,205
"630",86722,"NC","North Carolina","Morning Consult",1.9,2024-04-14,703,"rv",39.5,49.5,205
"631",86723,"PA","Pennsylvania","Morning Consult",1.9,2024-04-13,803,"rv",44,45,206
"632",86725,"WI","Wisconsin","Morning Consult",1.9,2024-04-14,702,"rv",42.5,46,205
"633",86730,"MA","Massachusetts","Suffolk",2.9,2024-04-20,500,"lv",51.6,22,199
"634",86732,"AZ","Arizona","Kaplan Strategies",2,2024-04-21,874,"rv",43,47,198
"635",86733,"MI","Michigan","Kaplan Strategies",2,2024-04-21,804,"rv",36,51,198
"636",86734,"PA","Pennsylvania","Kaplan Strategies",2,2024-04-21,802,"rv",41,46,198
"637",86735,"WI","Wisconsin","Kaplan Strategies",2,2024-04-21,802,"rv",38,48,198
"638",86737,"UT","Utah","Noble Predictive Insights",2.4,2024-04-16,600,"rv",24.5,50.5,203
"639",86739,"PA","Pennsylvania","YouGov",3,2024-04-25,1288,"lv",49,50,194
"640",86740,"MI","Michigan","YouGov",3,2024-04-25,1262,"lv",48,46,194
"641",86741,"WI","Wisconsin","YouGov",3,2024-04-25,1226,"lv",46.5,49,194
"642",86747,"AZ","Arizona","Emerson",2.9,2024-04-29,1000,"rv",43.95,47.95,190
"643",86748,"GA","Georgia","Emerson",2.9,2024-04-29,1000,"rv",44.1,47.95,190
"644",86749,"PA","Pennsylvania","Emerson",2.9,2024-04-29,1000,"rv",44.8,48.1,190
"645",86750,"MI","Michigan","Emerson",2.9,2024-04-29,1000,"rv",45,47.65,190
"646",86751,"NC","North Carolina","Emerson",2.9,2024-04-29,1000,"rv",42.65,49.1,190
"647",86752,"NV","Nevada","Emerson",2.9,2024-04-29,1000,"rv",43.2,46.4,190
"648",86753,"WI","Wisconsin","Emerson",2.9,2024-04-29,1000,"rv",44.4,48.15,190
"649",86775,"TX","Texas","YouGov",3,2024-04-22,1200,"rv",38,46.5,197
"650",86778,"OK","Oklahoma","Cygnal",2.1,2024-04-12,615,"lv",26.95,58.5,207
"651",86779,"AL","Alabama","John Zogby Strategies",1.8,2024-04-21,513,"lv",29.4,55.6,198
"652",86780,"AK","Alaska","John Zogby Strategies",1.8,2024-04-21,248,"lv",37.1,47.6,198
"653",86781,"AZ","Arizona","John Zogby Strategies",1.8,2024-04-21,630,"lv",34.1,45.5,198
"654",86782,"AR","Arkansas","John Zogby Strategies",1.8,2024-04-21,385,"lv",35.2,44.3,198
"655",86783,"CA","California","John Zogby Strategies",1.8,2024-04-21,740,"lv",51.3,34.5,198
"656",86784,"CO","Colorado","John Zogby Strategies",1.8,2024-04-21,529,"lv",42.1,35.2,198
"657",86785,"CT","Connecticut","John Zogby Strategies",1.8,2024-04-21,411,"lv",49.1,33.2,198
"658",86786,"DE","Delaware","John Zogby Strategies",1.8,2024-04-21,310,"lv",46,36.1,198
"659",86787,"FL","Florida","John Zogby Strategies",1.8,2024-04-21,749,"lv",40.1,47.8,198
"660",86788,"GA","Georgia","John Zogby Strategies",1.8,2024-04-21,635,"lv",41,42.7,198
"661",86789,"HI","Hawaii","John Zogby Strategies",1.8,2024-04-21,301,"lv",41.5,26.6,198
"662",86790,"ID","Idaho","John Zogby Strategies",1.8,2024-04-21,309,"lv",24.6,53.8,198
"663",86791,"IL","Illinois","John Zogby Strategies",1.8,2024-04-21,643,"lv",45.6,36.5,198
"664",86792,"IN","Indiana","John Zogby Strategies",1.8,2024-04-21,418,"lv",38.6,44.6,198
"665",86793,"IA","Iowa","John Zogby Strategies",1.8,2024-04-21,405,"lv",38.7,38.8,198
"666",86794,"KS","Kansas","John Zogby Strategies",1.8,2024-04-21,410,"lv",38.8,43.8,198
"667",86795,"KY","Kentucky","John Zogby Strategies",1.8,2024-04-21,402,"lv",29.4,51.5,198
"668",86796,"LA","Louisiana","John Zogby Strategies",1.8,2024-04-21,501,"lv",34.6,51.2,198
"669",86797,"ME","Maine","John Zogby Strategies",1.8,2024-04-21,350,"lv",35.1,37.1,198
"670",86798,"MD","Maryland","John Zogby Strategies",1.8,2024-04-21,530,"lv",53.4,33.7,198
"671",86799,"MA","Massachusetts","John Zogby Strategies",1.8,2024-04-21,534,"lv",47.9,33.3,198
"672",86800,"MI","Michigan","John Zogby Strategies",1.8,2024-04-21,640,"lv",44.6,41.1,198
"673",86801,"MN","Minnesota","John Zogby Strategies",1.8,2024-04-21,417,"lv",39.5,36,198
"674",86802,"MS","Mississippi","John Zogby Strategies",1.8,2024-04-21,423,"lv",35.3,50,198
"675",86803,"MO","Missouri","John Zogby Strategies",1.8,2024-04-21,509,"lv",36.7,45,198
"676",86804,"MT","Montana","John Zogby Strategies",1.8,2024-04-21,301,"lv",30.3,50,198
"677",86805,"NE","Nebraska","John Zogby Strategies",1.8,2024-04-21,307,"lv",38.1,46.6,198
"678",86806,"NV","Nevada","John Zogby Strategies",1.8,2024-04-21,517,"lv",39.3,46.3,198
"679",86807,"NH","New Hampshire","John Zogby Strategies",1.8,2024-04-21,515,"lv",41.4,39.9,198
"680",86809,"NJ","New Jersey","John Zogby Strategies",1.8,2024-04-21,530,"lv",48.1,39.8,198
"681",86810,"NM","New Mexico","John Zogby Strategies",1.8,2024-04-21,505,"lv",41.2,35.8,198
"682",86811,"NY","New York","John Zogby Strategies",1.8,2024-04-21,749,"lv",43.9,38.9,198
"683",86812,"NC","North Carolina","John Zogby Strategies",1.8,2024-04-21,641,"lv",40.1,44.6,198
"684",86813,"ND","North Dakota","John Zogby Strategies",1.8,2024-04-21,300,"lv",29.9,51.2,198
"685",86814,"OH","Ohio","John Zogby Strategies",1.8,2024-04-21,643,"lv",34.3,47,198
"686",86815,"OK","Oklahoma","John Zogby Strategies",1.8,2024-04-21,391,"lv",35.6,46.4,198
"687",86816,"OR","Oregon","John Zogby Strategies",1.8,2024-04-21,419,"lv",39.6,38.6,198
"688",86817,"PA","Pennsylvania","John Zogby Strategies",1.8,2024-04-21,628,"lv",46.6,41.1,198
"689",86818,"RI","Rhode Island","John Zogby Strategies",1.8,2024-04-21,398,"lv",39.8,39.3,198
"690",86819,"SC","South Carolina","John Zogby Strategies",1.8,2024-04-21,501,"lv",35.3,47,198
"691",86820,"SD","South Dakota","John Zogby Strategies",1.8,2024-04-21,303,"lv",32.8,50.6,198
"692",86821,"TN","Tennessee","John Zogby Strategies",1.8,2024-04-21,510,"lv",31.3,52.3,198
"693",86822,"TX","Texas","John Zogby Strategies",1.8,2024-04-21,743,"lv",34.7,44.6,198
"694",86823,"UT","Utah","John Zogby Strategies",1.8,2024-04-21,414,"lv",35.8,39.7,198
"695",86824,"VT","Vermont","John Zogby Strategies",1.8,2024-04-21,272,"lv",46.9,29.1,198
"696",86825,"VA","Virginia","John Zogby Strategies",1.8,2024-04-21,586,"lv",41.8,40.7,198
"697",86826,"WA","Washington","John Zogby Strategies",1.8,2024-04-21,418,"lv",44.8,30.7,198
"698",86827,"WV","West Virginia","John Zogby Strategies",1.8,2024-04-21,383,"lv",28.9,58.2,198
"699",86829,"WI","Wisconsin","John Zogby Strategies",1.8,2024-04-21,518,"lv",42.1,41.4,198
"700",86830,"WY","Wyoming","John Zogby Strategies",1.8,2024-04-21,249,"lv",20.2,52.6,198
"701",86839,"AK","Alaska","Bullfinch",NA,2024-04-23,250,"rv",31,52,196
"702",86840,"CA","California","Bullfinch",NA,2024-04-23,250,"rv",53.5,31,196
"703",86841,"HI","Hawaii","Bullfinch",NA,2024-04-23,250,"rv",49.5,36,196
"704",86842,"OR","Oregon","Bullfinch",NA,2024-04-23,250,"rv",46,34.5,196
"705",86843,"WA","Washington","Bullfinch",NA,2024-04-23,250,"rv",40,43,196
"706",86852,"NE","Nebraska","PPP",1.4,2024-04-25,737,"v",34,57,194
"707",86854,"NE","Nebraska CD-2","PPP",1.4,2024-04-25,NA,"v",38.5,41.5,194
"708",86867,"PA","Pennsylvania","Muhlenberg",2.8,2024-04-25,417,"rv",38,39.5,194
"709",86868,"PA","Pennsylvania","Fabrizio/Impact",1.7,2024-04-30,600,"lv",43,47.5,189
"710",86869,"AZ","Arizona","Data Orbital",2.9,2024-04-29,550,"lv",38.8,38.1,190
"711",86871,"VA","Virginia","McLaughlin",0.5,2024-05-01,800,"lv",43.3333333333333,40.6666666666667,188
"712",86872,"MN","Minnesota","McLaughlin",0.5,2024-05-01,600,"lv",42.3333333333333,45,188
"713",86879,"WI","Wisconsin","Quinnipiac",2.8,2024-05-06,1457,"rv",45,41.5,183
"714",86881,"MD","Maryland","PPP",1.4,2024-05-07,719,"v",60,32,182
"715",86882,"MD","Maryland","Emerson",2.9,2024-05-08,1115,"rv",52.95,33.5,181
"716",86883,"NC","North Carolina","Cygnal",2.1,2024-05-05,600,"lv",38.1,42.6,184
"717",86889,"FL","Florida","Cherry Communications",1,2024-05-07,609,"lv",39.5,48.5,182
"718",86890,"LA","Louisiana","Faucheux Strategies",NA,2024-04-26,800,"rv",35.5,50,193
"719",86893,"NY","New York","Slingshot Strategies",1.4,2024-05-03,1059,"rv",56,37,186
"720",86896,"GA","Georgia","North Star Opinion Research",1.1,2024-05-05,600,"lv",36,45,184
"721",86897,"AZ","Arizona","Siena/NYT",3,2024-05-09,626,"lv",39,46.5,180
"722",86897,"AZ","Arizona","Siena/NYT",3,2024-05-09,626,"rv",37.5,45.5,180
"723",86898,"GA","Georgia","Siena/NYT",3,2024-05-09,604,"lv",37.5,46,180
"724",86898,"GA","Georgia","Siena/NYT",3,2024-05-09,604,"rv",35,44,180
"725",86899,"MI","Michigan","Siena/NYT",3,2024-05-09,616,"lv",44.5,42.5,180
"726",86899,"MI","Michigan","Siena/NYT",3,2024-05-09,616,"rv",39,43.5,180
"727",86900,"NV","Nevada","Siena/NYT",3,2024-05-09,614,"lv",34,47.5,180
"728",86900,"NV","Nevada","Siena/NYT",3,2024-05-09,614,"rv",32.5,45.5,180
"729",86901,"PA","Pennsylvania","Siena/NYT",3,2024-05-09,1023,"lv",41,44.5,180
"730",86901,"PA","Pennsylvania","Siena/NYT",3,2024-05-09,1023,"rv",40,43.5,180
"731",86902,"WI","Wisconsin","Siena/NYT",3,2024-05-09,614,"lv",42.5,43.5,180
"732",86902,"WI","Wisconsin","Siena/NYT",3,2024-05-09,614,"rv",42.5,41.5,180
"733",86903,"AZ","Arizona","Redfield & Wilton Strategies",1.8,2024-05-04,529,"lv",42,44,185
"734",86904,"FL","Florida","Redfield & Wilton Strategies",1.8,2024-05-04,586,"lv",38,47,185
"735",86905,"GA","Georgia","Redfield & Wilton Strategies",1.8,2024-05-04,486,"lv",38,43,185
"736",86906,"MI","Michigan","Redfield & Wilton Strategies",1.8,2024-05-04,522,"lv",37,43,185
"737",86907,"NC","North Carolina","Redfield & Wilton Strategies",1.8,2024-05-04,553,"lv",37,44,185
"738",86908,"PA","Pennsylvania","Redfield & Wilton Strategies",1.8,2024-05-04,509,"lv",41,43,185
"739",86912,"VA","Virginia","Fabrizio/Impact",1.7,2024-04-28,500,"rv",43,42,191
"740",86920,"MI","Michigan","Big Data Poll",1.1,2024-03-30,1145,"lv",44.575,46.55,220
"741",86920,"MI","Michigan","Big Data Poll",1.1,2024-03-30,1218,"rv",43.925,46.2,220
"742",86921,"PA","Pennsylvania","Big Data Poll",1.1,2024-03-30,1305,"rv",42.875,47.3,220
"743",86922,"FL","Florida","Big Data Poll",1.1,2024-03-11,1318,"lv",39.2,52.175,239
"744",86922,"FL","Florida","Big Data Poll",1.1,2024-03-11,1378,"rv",38.525,51.85,239
"745",86923,"WI","Wisconsin","Big Data Poll",1.1,2023-11-23,817,"lv",38.5,39.4,348
"746",86923,"WI","Wisconsin","Big Data Poll",1.1,2023-11-23,870,"rv",36.5,38.9,348
"747",86924,"MN","Minnesota","Big Data Poll",1.1,2023-11-23,784,"lv",38.0333333333333,37.0333333333333,348
"748",86924,"MN","Minnesota","Big Data Poll",1.1,2023-11-23,854,"rv",35.5,36.0666666666667,348
"749",86925,"OH","Ohio","Big Data Poll",1.1,2023-11-19,1224,"lv",30.5,43.8,352
"750",86925,"OH","Ohio","Big Data Poll",1.1,2023-11-19,1352,"rv",28.3666666666667,42.7333333333333,352
"751",86926,"MI","Michigan","Big Data Poll",1.1,2023-11-19,1200,"lv",36.7666666666667,41.3666666666667,352
"752",86926,"MI","Michigan","Big Data Poll",1.1,2023-11-19,1273,"rv",35.7666666666667,39.9333333333333,352
"753",86927,"PA","Pennsylvania","Big Data Poll",1.1,2023-11-19,1284,"lv",38,41,352
"754",86927,"PA","Pennsylvania","Big Data Poll",1.1,2023-11-19,1382,"rv",36.1333333333333,40.1666666666667,352
"755",86928,"FL","Florida","Big Data Poll",1.1,2023-08-28,1316,"lv",37.2,41.325,435
"756",86929,"IA","Iowa","Big Data Poll",1.1,2023-07-12,1057,"lv",36.05,40.2,482
"757",86948,"MN","Minnesota","SurveyUSA",2.8,2024-05-11,625,"lv",44,42,178
"758",86961,"WA","Washington","PPP",1.4,2024-05-16,615,"lv",55,39,173
"759",86963,"FL","Florida","YouGov",3,2024-05-16,1174,"lv",36,49,173
"760",86963,"FL","Florida","YouGov",3,2024-05-16,1181,"lv",45,54,173
"761",86964,"AZ","Arizona","YouGov",3,2024-05-16,1192,"lv",40,44,173
"762",86964,"AZ","Arizona","YouGov",3,2024-05-16,1193,"lv",47,52,173
"763",86980,"NH","New Hampshire","Praecones Analytica",2,2024-05-20,862,"rv",36.5,36.6,169
"764",86986,"NC","North Carolina","Change Research",1.4,2024-05-18,835,"lv",40.5,43,171
"765",86987,"AZ","Arizona","Morning Consult",1.9,2024-05-12,795,"rv",42,48.3333333333333,177
"766",86988,"AZ","Arizona","Noble Predictive Insights",2.4,2024-05-14,1003,"rv",38.5,43.5,175
"767",86989,"GA","Georgia","Morning Consult",1.9,2024-05-12,795,"rv",41.3333333333333,46.6666666666667,177
"768",86990,"MI","Michigan","Morning Consult",1.9,2024-05-12,704,"rv",44,44,177
"769",86991,"NV","Nevada","Morning Consult",1.9,2024-05-13,459,"rv",43.3333333333333,46,176
"770",86992,"NC","North Carolina","Morning Consult",1.9,2024-05-12,704,"rv",40,48.3333333333333,177
"771",86993,"PA","Pennsylvania","Morning Consult",1.9,2024-05-12,812,"rv",43.6666666666667,47.6666666666667,177
"772",86994,"WI","Wisconsin","Morning Consult",1.9,2024-05-13,693,"rv",43,46.3333333333333,176
"773",86996,"NY","New York","Siena",2.7,2024-05-15,1191,"rv",47,38,174
"774",86997,"NH","New Hampshire","University of Massachusetts Lowell/YouGov",2.9,2024-05-14,600,"lv",42,36,175
"775",86998,"TN","Tennessee","SSRS",2.4,2024-05-09,501,"rv",29,47,180
"776",87003,"AZ","Arizona","Prime Group",NA,2024-05-16,490,"rv",44.5,47.5,173
"777",87004,"FL","Florida","Prime Group",NA,2024-05-16,486,"rv",43,50.5,173
"778",87005,"GA","Georgia","Prime Group",NA,2024-05-16,470,"rv",45,46.5,173
"779",87006,"MI","Michigan","Prime Group",NA,2024-05-16,482,"rv",48,45,173
"780",87007,"NV","Nevada","Prime Group",NA,2024-05-16,468,"rv",46.5,47,173
"781",87008,"NC","North Carolina","Prime Group",NA,2024-05-16,472,"rv",45.5,48,173
"782",87009,"PA","Pennsylvania","Prime Group",NA,2024-05-16,487,"rv",48,45.5,173
"783",87010,"WI","Wisconsin","Prime Group",NA,2024-05-16,488,"rv",47.5,46.5,173
"784",87011,"TX","Texas","Texas Lyceum",NA,2024-04-21,926,"rv",31,41,198
"785",87012,"NC","North Carolina","High Point University",2.5,2024-05-09,804,"rv",42,44,180
"786",87012,"NC","North Carolina","High Point University",2.5,2024-05-09,1002,"a",38,43,180
"787",87015,"AZ","Arizona","Benenson Strategy Group/GS Strategy Group",NA,2024-05-13,527,"lv",40.5,43,176
"788",87016,"GA","Georgia","Benenson Strategy Group/GS Strategy Group",NA,2024-05-13,600,"lv",41,44.5,176
"789",87017,"MI","Michigan","Benenson Strategy Group/GS Strategy Group",NA,2024-05-13,606,"lv",42.5,45,176
"790",87018,"NV","Nevada","Benenson Strategy Group/GS Strategy Group",NA,2024-05-13,402,"lv",37.5,46,176
"791",87019,"NC","North Carolina","Benenson Strategy Group/GS Strategy Group",NA,2024-05-13,601,"lv",38.5,46,176
"792",87020,"PA","Pennsylvania","Benenson Strategy Group/GS Strategy Group",NA,2024-05-13,730,"lv",42.5,45.5,176
"793",87021,"WI","Wisconsin","Benenson Strategy Group/GS Strategy Group",NA,2024-05-13,503,"lv",43,43,176
"794",87023,"SD","South Dakota","Mason-Dixon",2.6,2024-05-13,500,"rv",31.4,50,176
"795",87026,"AZ","Arizona","Florida Atlantic University/Mainstreet Research",NA,2024-05-21,501,"lv",42.2,43,168
"796",87026,"AZ","Arizona","Florida Atlantic University/Mainstreet Research",NA,2024-05-21,609,"rv",38.75,40,168
"797",87027,"NV","Nevada","Florida Atlantic University/Mainstreet Research",NA,2024-05-21,494,"lv",41.45,48.7,168
"798",87027,"NV","Nevada","Florida Atlantic University/Mainstreet Research",NA,2024-05-21,522,"rv",40.65,46.8,168
"799",87028,"MA","Massachusetts","U. New Hampshire",2.6,2024-05-20,526,"lv",61.5,29,169
"800",87029,"RI","Rhode Island","U. New Hampshire",2.6,2024-05-20,538,"lv",56,36.5,169
"801",87030,"NH","New Hampshire","U. New Hampshire",2.6,2024-05-20,1140,"lv",48,44.5,169
"802",87033,"WA","Washington","Elway",1.9,2024-05-16,403,"rv",42,34,173
"803",87034,"NV","Nevada","The Tyson Group",1.1,2024-05-25,601,"lv",40.5,43.5,164
"804",87048,"MI","Michigan","Mitchell",2.4,2024-05-21,697,"lv",46,47.5,168
"805",87049,"NV","Nevada","Iron Light",NA,2024-05-21,600,"lv",34,37,168
"806",87053,"VA","Virginia","Roanoke College",2.6,2024-05-21,711,"lv",41,40,168
"807",87054,"NE","Nebraska CD-2","Iron Light",NA,2024-05-22,400,"lv",42,37,167
"808",87069,"NY","New York","Emerson",2.9,2024-05-29,1000,"rv",49.65,41.2,160
"809",87072,"NC","North Carolina","Meeting Street Insights",1.4,2024-04-28,500,"rv",35,40,191
"810",87088,"NC","North Carolina","North Star Opinion Research",1.1,2024-06-02,600,"lv",36.5,46.5,156
"811",87097,"MI","Michigan","Florida Atlantic University/Mainstreet Research",NA,2024-05-31,636,"lv",45.5,44.5,158
"812",87097,"MI","Michigan","Florida Atlantic University/Mainstreet Research",NA,2024-05-31,722,"rv",43,42,158
"813",87098,"PA","Pennsylvania","Florida Atlantic University/Mainstreet Research",NA,2024-05-31,923,"lv",44,44.5,158
"814",87098,"PA","Pennsylvania","Florida Atlantic University/Mainstreet Research",NA,2024-05-31,1008,"rv",42,42,158
"815",87099,"WI","Wisconsin","Florida Atlantic University/Mainstreet Research",NA,2024-05-31,290,"lv",40,38,158
"816",87099,"WI","Wisconsin","Florida Atlantic University/Mainstreet Research",NA,2024-05-31,338,"rv",39,34.5,158
"817",87105,"MA","Massachusetts","UMass Amherst/YouGov",2.4,2024-05-30,700,"a",48,27,159
"818",87108,"OH","Ohio","National Public Affairs",NA,2024-05-29,802,"lv",43,51,160
"819",87109,"GA","Georgia","Quinnipiac",2.8,2024-06-03,1203,"rv",40.5,46,155
"820",87110,"MI","Michigan","Mitchell",2.4,2024-06-03,710,"lv",46.35,47.25,155
"821",87119,"NC","North Carolina","East Carolina University",2.6,2024-06-03,1332,"rv",43,48,155
"822",87120,"WV","West Virginia","Kaplan Strategies",2,2024-06-04,464,"lv",28,55,154
"823",87122,"VA","Virginia","Beacon/Shaw",2.8,2024-06-03,1107,"rv",45,44.5,155
"824",87123,"FL","Florida","Beacon/Shaw",2.8,2024-06-03,1075,"rv",43,48.5,155
"825",87124,"NV","Nevada","Beacon/Shaw",2.8,2024-06-03,1069,"rv",42.5,47.5,155
"826",87125,"AZ","Arizona","Beacon/Shaw",2.8,2024-06-03,1095,"rv",43.5,48.5,155
"827",87132,"UT","Utah","HarrisX",1.5,2024-06-07,857,"rv",22.5,53,151
"828",87134,"MN","Minnesota","Mason-Dixon",2.6,2024-06-05,800,"lv",44.5,40.6,153
"829",87145,"OH","Ohio","Marist",2.9,2024-06-06,1137,"rv",41,48,152
"830",87147,"FL","Florida","The Tyson Group",1.1,2024-06-09,1050,"lv",36,46,149
"831",87152,"PA","Pennsylvania","Marist",2.9,2024-06-06,1181,"rv",45,47,152
"832",87153,"FL","Florida","Florida Atlantic University/Mainstreet Research",NA,2024-06-09,771,"lv",41.5,47,149
"833",87153,"FL","Florida","Florida Atlantic University/Mainstreet Research",NA,2024-06-09,883,"rv",39.5,44.5,149
"834",87159,"ME","Maine","Digital Research",1.4,2024-04-30,609,"rv",43,43.2,189
"835",87160,"AZ","Arizona","Fabrizio/Impact",1.7,2024-06-04,600,"lv",40.5,47.5,154
"836",87165,"WI","Wisconsin","J.L. Partners",1.6,2024-06-10,500,"lv",44,44,148
"837",87166,"VA","Virginia","co/efficient",1.1,2024-06-12,851,"lv",41,41,146
"838",87167,"CA","California","PPIC",2.5,2024-06-02,1098,"lv",55,31,156
"839",87173,"MN","Minnesota","McLaughlin",0.5,2024-06-11,600,"lv",40.3333333333333,44,147
"840",87175,"IA","Iowa","Selzer",2.8,2024-06-14,632,"lv",32,50,144
"841",87176,"AZ","Arizona","Redfield & Wilton Strategies",1.8,2024-06-11,430,"lv",38,40,147
"842",87177,"FL","Florida","Redfield & Wilton Strategies",1.8,2024-06-11,432,"lv",37,43,147
